text,label,all_labels
#teamjonna 😂❤️👌 Blev svinsnygg!,pos,"pos,pos"
RT @namn: Vill nån tweeta lite med mig?☺️,pos,"pos,pos"
"Redigeringen på dina videor blir bara bättre och bättre, jag älskar det 😍",pos,"pos,pos"
@namn @namn @namn @namn @namn nu har mästerfotografen gjort sitt jobb😂 jag suger http://t.co/HpauBAYPWl,neu,"neu,neu"
"RT @namn: @namn skulle inte sitta fel med en Stockholmsspelning inom kort❤️
Saknar att gå på dina egna spelningar💕",pos,"pos,pos"
@namn ❤️❤️❤️ årets tweet,pos,"pos,pos"
team jonna 😂😂.       det blev faktiskt jävligt snyggt😍😍👍,pos,"pos,pos"
Det står ganska tydligt när man anländer till koncentrationslägret att det är förbjudet att filma och ta kort?😤😤,neg,"neg,neg"
😇😇😇😇😇jag älskar er kan ni inte göra mer vidios,pos,"pos,pos"
Förmiddagen avklarad. Idag 2x workshop hos kund med ett helt nytt upplägg och innehåll. Lite nervös är jag 😊,neu,"neu,neu"
Joke om jag var du skulle jag brytit nacken AV henne 😡,neg,"neg,neg"
Bästa ❤️❤️❤️,pos,"pos,pos"
Så kul!!😊 Mer sånt!!,pos,"pos,pos"
Block 11 glömmer man bara inte 😩,neg,"neg,neg"
@namn åh men detsamma min finaste. Om jag hade kunnat hade jag varit med dig varje dag 😔💕,pos,"pos,pos"
Kom precis på att jag fortfarande inte sett förra årets VS show 😅,neu,"neu,neu"
Hej❤,pos,"pos,pos"
"@namn Är i samma sammanhang, är sig själv, är glad, vågar mer än man fegar 💖",pos,"pos,pos"
#teamjonna ❤️,pos,"pos,pos"
Har skrattat så länge åt det Giggo sa när han gick in i rullatorn 😂 han är så söt,pos,"pos,pos"
Underbart 28:57 👌🎶🎤🎶,pos,"pos,pos"
@namn brooklyn e bäst i d flesta.. 👍,pos,"pos,pos"
@namn Klart han hade. Mönsterkatt! 😻,pos,"pos,pos"
Fet video bror 💯💯,pos,"pos,pos"
De som har dislikeat denna video vill gärna ha en förklaring till varför???!!!!🤬,neg,"neg,neg"
Det är jätte synd om Saga ja men jag har hört att hon har spridit en annan tjejs privata bilder för något bråk dom hade 😕,neg,"neg,neg"
Hej Therese! ❤ Jag älskar dina videor. Jag har ångest och varje gång jag känner mig nere tittar jag på dina videos och mår genast mycket bättre! ❤,pos,"pos,pos"
Ligger här med apokalypsångest och så vet räddningstjänsten fortfarande ingenting! 😱,neg,"neg,neg"
@namn @namn tack för igår💗 http://t.co/2zTbnRcAHV,pos,"pos,pos"
När lunabell kom fram så där till jocke 😂😂😂,pos,"neg,pos,pos"
du sa att din farfar ser ut som en zombie jag tyker att du ser ut som en zombje hahahahahahaha😂🤣🙂jag tyker att dina vidjos är braaaaaaaaaaaaaaaaaaaaaa🏳‍🌈,pos,"neg,pos,pos"
"Team Jonna😂
",pos,"pos,pos"
#teamjockiboi 😊👊,pos,"pos,pos"
"☀️🍂🍃🌂🍜🍷☁️ Mvh ""Höstmänniska""",neu,"neu,pos,neu"
Juicy content👏🏻👏🏻👏🏻,pos,"pos,pos"
@namn tack detsamma! :) ❤️,pos,"pos,pos"
Coll du är   Jockiboi fick du inte bakterier i håret nu då knäppjök 😝,pos,"pos,pos"
Så otroligt berörd. Bra jobbat 🖤,pos,"pos,pos"
Team Jonna💗😘,pos,"pos,pos"
"Hahaha! 😲 ""@namn: Vecka 843 vilken månad är det nu igen? http://t.co/MXiF56HZG7""",neu,"neu,neu"
Wow så bra det blev!💕 såå fina bilder 🥰,pos,"pos,pos"
Fina du!❤❤❤❤,pos,"pos,pos"
@namn Vet inte om jag håller andan direkt. ◻️,neu,"N/A,neu,neu"
Så sorgligt 😔 Men så spännande! 😦,neu,"neu,neg,neu"
"@namn men hörru!! Verkligen inte, men tusen tack fina du😍",pos,"pos,pos"
Så coolt❤️😻😽🤣,pos,"pos,pos"
Din era är över🙂,neg,"neu,neg,neg"
Tagga vänta på tåget i 30 min😑,neg,"neg,neg"
Sjuka människor som säger att detta har aldrig hänt och allt är bra lögn. Ne fyfan respekt till er som på rmm och till alla som gick bort där.🌹,neu,"neu,neu"
Spyr på Sveriges straffer!🤮,neg,"neg,neg"
"🙏🙏🙏

Hej omar! 
Om du gillar nutella så får du följa mig och jag delar med mig 😏

🙏🙏🙏
@namn x1",pos,"pos,pos"
Vila i frid fina John vi alla är med dig där uppe❤️😔,pos,"pos,pos"
Ush asså😢💔,neg,"neg,neg"
"Tycker du skötte detta sjukt bra och Emelie med.
Du belyser problemet och inte personen, du ser människan bakom problemen och diagnoserna men blundar inte för felaktigt beteende.
Du är den bästa youtubern jag stött på ❤️
Jobbar aktivt mot mobbing på tiktok och är glad du gjorde denna dokumentär, så folk kan få sig en tankeställare och nästa gång inte döma hunden efter håren.
Du/ni är kungar ❤️",pos,"pos,pos"
@namn åh tack❤️,pos,"pos,pos"
En liten tillbakablick från starten #tjejmilen2014 så nöjd 😘👍☀️😎 @ Stockholm Tjejmilen http://t.co/reQ4YApSW6,pos,"pos,pos"
"Jag, mina barn(tvillingar), min mamma, mina 3 bröder och äldsta broderns förstfödda har samma månadssten😂 Vi är födda i maj allihop så det blir en smaragd till oss allihop då ✅",neu,"neu,neu"
"SÅ roligt! Ni borde göra detta en gång till med ett annat årtionde eller något, ps JÄTTEFINA bilder ❤",pos,"pos,pos"
@namn nu är jag😭,neg,"N/A,neu,neg,neg"
Hej älskar dig och att du bjuder på dig du gör verkligen mina dagar!❤️,pos,"pos,pos"
Tack för att ni gör en video så att fler kan lära sig❤️,pos,"pos,pos"
"RT @namn: Nej. De övar på annat just på den där videon.
Det blev visst lite fel på länkens bild. 😊 http://t.co/GXB7xNAIKy",neu,"neu,pos,neu"
"@namn jag är ju emot stat och snarare wikileaks-liberal, får inte stöd någonstans 😂",neg,"neg,neg"
@namn Grattis på födelsedagen Tilda❤️,pos,"pos,pos"
Hur kan man mobba någon som verkar super scysst och gillar maiden😢😢,neg,"neg,neg"
Therese SNÄLLA SNÄLLA gör en video och prata om hur dåligt och hemskt SHEIN är!! Det är fortfarande så många som promotar det till och med svenska influencers som köper därifrån trots att det är slavarbete och skit dåligt för miljön. Snälla😿😿💗 ly,neg,"neg,neg"
MEEEEEEEEEEEEEEERRRR🎉🎉🎉🎉🎉,pos,"pos,pos"
Började gråta när du talade till Saga. ❤ så fint. Hoppas hon ser den här videon!,pos,"pos,pos"
Ibland måste man älska att gå på ett restauranggymnasium😍❤️ http://t.co/YPAe8CFarZ,pos,"pos,pos"
Aså jag älskar när du gör tiktok videos PS älskar dina videos 🥰,pos,"pos,pos"
"@namn Nå, hur var det med Annie? Tack för igår, är helt orimligt glad för en onsdagsmorgon nu! ♥",pos,"pos,pos"
Gudrun delade alltså Simon Lussetis video om varför han tänker rösta på Fi 👏💕👏💕 https://t.co/CmeVZuyO42,pos,"pos,pos"
"@namn Balterna vet vad #Ryssland går för, liksom vi släktingar till de 120.000.000 som fick sätta livet till för de TYCKTE OLIKA 🙉🙈🙊",neg,"neg,neg"
Team Jonna ❤️❣❤️,pos,"pos,pos"
Så var det gjort. ✊@namn http://t.co/s1TLfBQGWT,neu,"neu,neu"
team jonna👍,pos,"neu,pos,pos"
#teamjonna♥️,pos,"N/A,pos,pos"
Team Jonna 😂👏🏼,pos,"pos,pos"
Jag älskar dina videos jag kan aldrig sluta kolla på dem. Tack för att du lever jag skulle inte kunna leva utan dig 😍😍😍💕💕💕❤❤❤,pos,"pos,pos"
"Sjuuuukkttt bra video, har aldrig varit mer intreserrad än nu❤️",pos,"pos,pos"
Är det inte oskönare att lura kids på pengar? Jävla stolpskott hela bunten😂,neg,"pos,neu,neg,neg"
Snälla vilken häftig video jaaa jag vill se mer från  något annat år snart ni är ju för underbara  kram❤️❤️❤️❤️❤️❤️,pos,"pos,pos"
@namn Jag förväntar mig nu att du befordras o får ett eget program oxå 😉 Men vi vill fortfarande se dig i @namn 😎,neu,"neu,pos,neu"
RT @namn: Ni ser väl #ABdebatt i kväll. Även reportrar medverkar @namn @namn @namn @namn ➡️ http://…,neu,"neu,neu"
@namn åh va fin 😍,pos,"pos,pos"
Du gör så bra videos! ❤,pos,"pos,pos"
"@namn Ja vilka bilder du hade fått, men är man inte lite skakigare på handen då? Svårt med skärpan då 😊",neu,"neu,neu"
@namn fick du nån bild på mig❤️,pos,"pos,pos"
Älskar dina videos❤️❤️,pos,"pos,pos"
Jag älskar er❤️❤️,pos,"pos,pos"
@namn Välkommen 😊 @namn,pos,"pos,neu,pos"
Lyssna på mig jag har prenumererat på er av en anledning och det är att ni är bäääääässssssttttttt🎉,pos,"pos,pos"
"@namn Håller fullkomligt med dig!! Och känslan när man löper och det går i världens fart, som om benen flyger = KICKASS-känsla 😍✌️",pos,"pos,pos"
Blir alltid så glad av att se era vloggar. Svårslaget när Oscar skrämmer katten med sin sång. xD Finaste ni. ♥,pos,"pos,pos"
"Fika måste man ju också! Här är Moa, den yngsta av brorsdöttrarna. ❤️ @ Manhem cafe &amp; deli, aspudden http://t.co/9OxQ10yefu",neu,"neu,neu"
Jag älskar dig tomu coh  yomi ❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥,pos,"pos,pos"
Jättebra att du tipsar om meditation! Hjälpt mig mycket också i stressiga perioder. Fick det som konkret uppgift att meditera när jag gick i KBT. Fler borde testa! 🌸🤍,pos,"pos,pos"
Du gör mig alltid på så bra humör❤️,pos,"pos,pos"
@namn ha bästa tiden i världen ❤️❤️❤️,pos,"pos,pos"
@namn du gillar den här😏  emojin va? 😂,pos,"pos,pos"
Jaa. Jonna har rätt. Du vart jätte fin ❤️❤️❤️❤️,pos,"pos,pos"
En bättre tisdag med dessa ✨❤️! @ Klättercentret Telefonplan http://t.co/UVmNhtSjYx,pos,"pos,pos"
Min mammas mormor överlevde kriget i polen och hennes mamma var jude och blev skickad till det här lägret 😭,neg,"neg,neg"
Håller tummarna att ni håller er friska oavsett video eller ej såklart ❤,pos,"pos,pos"
Min claustrofobi eskalerar.. Får panik av sekunden jag ta av mig tröjan 😕,neg,"neg,neg"
"Hahahaha när mina föräldrar frågade va jag fick i födelsedagspresent av Karl, 😂 jag ba ehhhh asså @namn",neu,"N/A,pos,neu,neu"
Det blev as fint👌,pos,"pos,pos"
"Första tanken thirty trap 😂😂😂😂
HAHAHAHA DÖR",pos,"pos,pos"
@namn @namn nej du skulle bara sätt igår😌,neu,"neg,neu,neu"
Går inge annat än att älska farsan🙌❤️R.I.P JOHN❤️,pos,"pos,pos"
Jonna älskar dina prank.☺️ #teamjonna,pos,"pos,pos"
Anders var ju sjukt snygg i håret och i kläderna 😃 Gör fler såna här videos 🤩,pos,"pos,pos"
Skit snyggt juuuu!❤️,pos,"pos,pos"
#teamjonna💞,pos,"pos,pos"
Mysig vlog som alltid! 🥰 Kan du inte berätta vad du använde för produkter i din hudvårdsrutin? Är nyfiken på den där fuktmasken du nämnde! 😇,pos,"pos,pos"
Springis är kriminell ❤️❤️,neu,"pos,neu,N/A,neu"
Skit bra video👌🏼,pos,"pos,pos"
@namn Om det var 😊,pos,"pos,pos"
Nästan alla hundarna!! ❤️❤️😘😘😘 http://t.co/rJfBwI2BRm,pos,"N/A,pos,pos"
Så otroligt Stark pappa som har fått ta emot detta❤️,pos,"pos,pos"
"Meditation är att se på er Helen, tack älskade du ❤❤❤❤❤",pos,"pos,pos"
"RT @namn: #FoooersConspiracy Uppträdandet kommer hålla till där killarna spelade in sin första musikvideo, RUN😘",neu,"pos,neu,neu"
Haha så sööt! O så fin! (Hehe busig)❤ sluta aldrig med det du gör,pos,"pos,pos"
@namn har du poppat Eva eller😏,neu,"neg,neu,neu"
Först 17 sekunder! Ps älskar dig såååååååå mycket❤️❤️❤️❤️❤️,pos,"pos,pos"
Äntligen! 😍 tack för alla videos ❤️ hoppas du mår bra,pos,"pos,pos"
Mitt hjärta gör ont😭,neg,"neg,neg"
Det är så skönt att du visar och pratar om när livet inte är på topp. Underbara smycken!  Fint samarbete! ❤,pos,"pos,pos"
@namn  Hahaha!! En Nära butik 😋,pos,"pos,pos"
"Det är bra att min 4 åriga lillasyster inte tittar på hans videos längre.😡
Bra video!👍🏻",neu,"neg,neu,neu"
Blev som ett barn åh ville hoppa i lövhögen.. 🙊😍💃🍁 #höst #löv #busigt #villehoppailövhög… http://t.co/XRmpOUXMOS,neu,"pos,neu,neu"
"bra grabbar, det är såhär man ska använda sin plattform! 💓",pos,"pos,pos"
"Tack @namn för all kärlek! Så himla mycket kärlek tillbaka till er!💖

http://t.co/nvkNFR5Par",pos,"pos,pos"
"@namn tack Ogge för att du idag, tittade in i mina ögon och log stort! 😍😱💕👌",pos,"pos,pos"
Efter att ha deletat Kim Kardashian appen 🙌 http://t.co/jrcGMbJxbh,neu,"N/A,neu,neu"
Det här MÅSTE ni göra till en familjetradition❤️,pos,"pos,pos"
"@namn agerade staket åt er idag, det förtjänar väl en follow? 💁🎽👖",neu,"neu,neu"
Shit va snygg de blev Jocke omg 😍😍,pos,"pos,pos"
#teamjonna det va fan snyggt😉,pos,"pos,pos"
Jag bryr mig inte om att du missar vapnen för du är så bra att man kan tro att du inte vill ha dem #Whippitpro3000!😎,pos,"pos,pos"
"RT @namn: Den här människan kallar sig ful, är det rätt? Hon är den finaste jag sett! RT:a o bevisa för henne att hon är fin!💗💗 ht…",pos,"pos,pos"
@namn GRATTIS PÅ FÖDELSEDAGEN !!! antog att du fyller idag 💃🎁🎈🎉✨,pos,"pos,pos"
Hahaha kolla på din testa peruker video o de va en rokoko peruk du älskade 😅😻❤ så glad o se dig leva din dröm. Du är the fantasy and the moment 😍❤🥵🥵,pos,"pos,pos"
Vissa kommer säkert bli glada och andra inte😐😕men aa,neu,"neu,neu"
Jag älskar dina videor 😀jag har också marsvin😀😀,pos,"pos,pos"
Älskar ditt skratt 🤣❤️,pos,"pos,pos"
"RT @namn: Alla som vill vara med i en stor present till Robin, RT:a detta så jag kan DM:a dig❤️",pos,"pos,pos"
@namn Tjusigt! 😍,pos,"pos,pos"
@namn Klart det blir 😉,neu,"pos,neu,neu"
Hej Lokal 🤗 tycker jättemycket bra dig se Emilia bembe sida oxå tycker jätte bra video och det Anjo gör mot Emilia så fel ingen ska mobb Anna människa 🔥✊💕🙏,pos,"pos,pos"
"Skeptiska getter, en förvirrad Stina och sångfågeln Oskar😂 blir inte bättre än så❤️❤️ älskar er❤️❤️",pos,"pos,pos"
Älskar din kanal❤️,pos,"pos,pos"
Alltid trevligt att avsluta 27 november 2022/kvällen med dig❤,pos,"pos,pos"
@namn det är tragiskt 😫😫😫,neg,"neg,neg"
Känns ju så gött att va ledig imon. Ingen söndagsångest här inte👏,pos,"pos,pos"
"Tänk er en person som är taggad på måndag, inspaaaark idag 🎉",pos,"pos,pos"
Vilken stjärna du är😍😍😍😍,pos,"pos,pos"
Jag älskar dina videos❤❤❤,pos,"pos,pos"
såg du familje foto bredvid farfar på början 😮😮😮,neu,"neu,neu"
Min mamma var där för 1 månad sedan😭,neu,"pos,neg,neu,neu"
RT @namn: TACK för att vi fick ha VÅR timme ikväll. ❤️💜❤️💜 Kom ihåg att ni är bäst precis som ni är. Puss #GirlzTimez,pos,"pos,pos"
Kan du prova virka i en video❤️❤️älskar dig och dina videor du är bäst❤️❤️❤️,pos,"pos,pos"
Frilans + dagmatte innebär ofta att kaffepauser ersätts av såna här pauser. 💕 http://t.co/4LumuXc8J3,pos,"pos,pos"
Det är inte en anyfin fråga men det du sa om Pontus Rasmusson var helt rätt. Plus du är bäst och glöm inte att du är så viktig❤❤,pos,"pos,pos"
Viktor du är bäst på youtube 🥳🥳,pos,"pos,pos"
Flamingojackan som killen på slussen sportar just nu. 😍,pos,"pos,pos"
"Man hör ju tillochmed på er att ni inte tror på vad hon dillar om, hörs ju rakt igenom 😂 Fan ta och höj dig lokal 😂",neg,"neg,neg"
@namn asså herrå orkar inte mitt liv 😭,neg,"neg,neg"
@namn jag bytte namn med henne en gång med en lärare som va ny😂han trodde på oss jätte länge tills en i en annan klass ba va?! Nej😂,pos,"neg,pos,pos"
@namn Alltid!! 🙏👍✌️,pos,"pos,pos"
Alltid mig😂 #prayforhanna 🙏,pos,"pos,pos"
Wow vilken video 🙌🏼,pos,"pos,pos"
Vilken bajenhelg! Tror nog att det här blir en bra vecka med ✌ http://t.co/vcmIMLS0D1,pos,"pos,pos"
Älskar dig Therese ha en bra söndags kväll❤️,pos,"pos,pos"
Det blev faktiskt rätt coolt 😐,pos,"pos,pos"
Fyfan vad hemskt .....har inga ord!!! Alla tankar t familjen🙏🏼❤️,neg,"neg,neg"
jona💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖,pos,"pos,pos"
Teamjonna ♥️♥️♥️,pos,"pos,pos"
Sms från blodcentralen du gör mig så glad! ❤️💉💉💉❤️,pos,"pos,pos"
RT @namn: BÄSTA BÄSTA BÄSTA BAJEN! 💚🌟#hifdam #segertåg @ Kanalplan/Hammarby IP http://t.co/wK3Otsfplx,pos,"pos,pos"
FICK TVÅ BILJETTED TILL 1D PÅ ULLEVI EARLY ENTRY ÄR SÅ 💃💃 http://t.co/ioucYNYLTY,pos,"pos,pos"
WOW! Super kul koncept!!❤ LOVE!❤,pos,"pos,pos"
@namn @namn haha aa... Jag hade nog kunnat gå men Asså jag tänkte fan inte på det ens 😂😂😭😭,neu,"pos,neu,neu"
Du e då finnn❤❤❤,pos,"pos,pos"
Studiokväll 📷👌 http://t.co/TpZL2cSmzH,neu,"neu,pos,neu"
Varför 10- min videor💀😡😡😡😡,neg,"neg,neg"
Varför clickbait m josef loco men inget nämnt om honom i videon? 😂,neu,"neu,neg,neu"
4:36-5:04 på det vita hjärtat bakat Jocke (flugan )😂,neu,"pos,neu,neu"
Åh äntligen en ny video Therese! 🫶🏻,pos,"pos,pos"
Ni är bääääässssstttt❤❤❤❤,pos,"pos,pos"
"En jävligt bra och även  viktig video, sjukt snyggt filmat och redigerat av Pontus. Fet eloge till er🤟",pos,"pos,pos"
Skön håltimme🙏,pos,"pos,pos"
Sverige vi svek ännu en utsatt kvinna jag är så hemskt ledsen!💔😫😔😔,neg,"neg,neg"
45 sekunder❤,neu,"pos,neu,neu"
Åhhh!!! Vad jag vill tillbaka 😩😩,pos,"pos,pos"
"8:30
Han bara ” mamma jag kör mitt egna race nu 😂😂",pos,"pos,pos"
Vet att ni renoverar men älskar toalettstolen i typ introt🚽🚽🚽🚽❤️❤️❤️,pos,"pos,pos"
@namn Smaklig spis! Hahaha 😋😋😋😂😂,pos,"pos,pos"
Du har ingen aning om hur mycket jag skrattade!❤ Du är så braaaaaa!!,pos,"pos,pos"
Det var faktiskt ganska snygg du ser ut som Seth rollins😂,pos,"pos,pos"
#teamjockiboi och #teamjonna ! Tycker båda äger! 😍😉,pos,"pos,pos"
Grattis gubben 😘 @namn http://t.co/3WNrbRiXDz,pos,"pos,pos"
Mysigaste starten på söndagen! 🥰 väldigt fin sång av Oskar 😂,pos,"pos,pos"
Teamjonna❤️❤️❤️❤️,pos,"pos,pos"
"@namn @namn Felix här har du en bild så kanske du kommer ihåg, nejmen de e bara kul att du gillar den😘",pos,"pos,pos"
@namn Massor av God Natt till dig och med sköna drömmar! #nätkärlek ❤️,pos,"pos,pos"
Istället för att prata om Emelie bumbi och hennes historia så drar du det mer till att berätta för alla hur dum och konstig Anjo är. Det förstörde det lite. Det kändes också som att du pratade lite för mycket än vad Emelie gjorde. Dock tycker jag om att Emelie fick en egen video att prata. Lite kritik ☝🏻,neg,"neg,neg"
Det blev faktiskt fint☺️,pos,"pos,pos"
Mer mer mer mer mer mer snälla 😃,pos,"pos,pos"
#TIMJONNA♥,pos,"pos,pos"
Till dig Saga som var med på vodion: Du är så himla stark jag förstår att du har det jobbigt du klarar det här❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,pos,"pos,pos"
"""Riktiga män tvättar håret i toalett stolen!!!""
HAHAHA!! #teamjonna💕",pos,"pos,pos"
"@namn ok, men det skadar inte att du är där också ☺",neu,"neu,neu"
Så jävla bra content! 🔥,pos,"pos,pos"
HAHAHAHA när Jocke stoppa huvudet i toan😂😂,pos,"pos,pos"
det blev fint 😁,pos,"pos,pos"
@namn Precis så! Patriarkatet och kapitalismen i lömsk samverkan. 😦😦,neg,"neg,neg"
ÄLSKAR den här typen av videor från dig 😍,pos,"pos,pos"
"Båda💖ni e så jävla grymma
",pos,"pos,pos"
Jag gillar jona😙😙😙,pos,"pos,pos"
Vad va det för app du hade för dina analoga bilder för att få dom bra på mobilen?🥺❤️,neu,"neu,neu"
"GUD vad bra du redigerat videon, så snyggt! Kan inte tänka mig hur många timmar du spenderat på den 😅❤",pos,"pos,pos"
Jag tycker du är kung på fortnite🤗🤗,pos,"pos,pos"
Jag har fortnite och jag vill bli din vänn😀,pos,"pos,pos"
Kan du göra fler djur vloggar älskar att titta på dem ❤,pos,"pos,pos"
"Söndagens höjdpunkt 🥰 Å måste säga att du delar med dig på så fint, ärligt och peppigt sätt ❤",pos,"pos,pos"
Kickoff och båttur med bästa Team Wellington ☀️! Nu är vi taggade till tusen för en riktigt härlig höst ! #team... http://t.co/mpPBXPB4tt,pos,"pos,pos"
@namn @namn men tönt då😂😂😂,neg,"neg,neg"
Du är bäst ❤🥵,pos,"pos,pos"
@namn så skönt både på jobb och som nu när jag åker kommunalt 😊,pos,"pos,pos"
"RT @namn: Fatta att ha Reinis som typ morbror eller något, han verkar så snäll och mysig haha ❤️",pos,"pos,pos"
@namn @namn letar efter min #skämskudde 😨,neg,"neg,neg"
@namn Härligt att man har sån inverkan 😊,pos,"pos,pos"
Älskar!  😍,pos,"pos,pos"
#teamjocke 😎,pos,"pos,pos"
Han blev snygg❤️,pos,"pos,pos"
@namn Jo självklart! Men det är sjukt harmo att ligga i sängen och lyssna👌,pos,"pos,pos"
Har haft fjärilar i magen i en vecka nu. Har saknat den känslan 🙈,pos,"pos,pos"
Super viktig video ❣️,pos,"pos,pos"
Ni filmade detta på ett mycket respektfullt sätt❤Tack för att ni sprider information om det fasansfulla som hänt❤,pos,"pos,pos"
@namn @namn Den där ser ju inte så väldans söt ut heller! 😣😳😨😂😂,neg,"neg,neg"
Fortsätt med det du gör - du är verkligen jättebra och håller dej neutral - tusen tack för ännu en intressant och underhållande video..!! 🙌🤩❤️,pos,"pos,pos"
Blir alltid glad när ni lägger ut nya videos❤️,pos,"pos,pos"
"@namn TACK SÅ MYCKET FÖR ATT DU FÖLJDE VILMA, JAG GRÅTER  GLÄDJETÅRAR TACK SÅ MYCKET HON ÄR MIN BÄSTA VÄN😭😭❤️ @namn",pos,"pos,pos"
@namn tack hjärtat 💕,pos,"pos,pos"
Du är bäst sluta aldrig med det du gör💙💙💙💙,pos,"pos,pos"
Dom springer kanske🤷‍♀️,neu,"neu,neu"
Det vart ju snyggt   #teamjonna👌🏻,pos,"pos,pos"
Hej Tomu bra video som alltid o  och kom ihåg att du är bäst för evigt. Jag har en fråga till dig och Yumi om ni kan komma till järvastaden någon gång snälla svara på min kommentar tack ☺️ 😊😊😊😊😊😊😊😊😊,pos,"pos,pos"
Fyfan vilken vidrig kultur🤢 kallar sin dotter hora för att hon tappade oskulden. Och mördar henne för att hon är kär i någon.,neg,"neg,neg"
Ska vi få se när du hämtar en hamster för du sa att du skulle göra det ingen stres Therese du är bäst ❤,neu,"neu,pos,neu"
"Tack så mycket för att du faktiskt tog upp det med Rasmus, det behövs verkligen ❤️",pos,"neu,pos,pos"
Så härlig video❤,pos,"pos,pos"
"Härligt med busig kisse❤ Jag älskar också stenar ända sen jag var liten, så nu bor det kristaller lite här och var hos mig. Ska såklart gå in och kolla på Cielo efter fler😊",pos,"pos,pos"
@namn Alltså Ida 👏💕👏💕,pos,"pos,pos"
@namn jag älskar dig ❤,pos,"pos,pos"
RT @namn: @namn @namn åh vad fina! Vilken app?💗,pos,"pos,pos"
Tem jockiboi😄👍🏽,pos,"pos,pos"
#teamjonna  du blrv snygg♥♥♥♥♥♥,pos,"pos,pos"
VI KOMMER BLI ÅTERFÖRENADE IDAG 😂😂😂😂😂😂😂 @namn @namn 💗💗👏👏,pos,"pos,pos"
"Fan veckans första PB på 219,5 cm 💫 Men herregud det är en jävla bit kvar! #offseason @ Saga Gym http://t.co/speLT11Eet",pos,"pos,pos"
Verkligen inte tagg på träning idag. Vill bara va hemma😔,neg,"neg,neg"
Sådär då har man rivit av ett pass #CrossFit på #sats 💪 kändes grymt tungt idag 😁. #BitIhop #Puss… http://t.co/RtOAuEaZsf,pos,"pos,pos"
@namn slutet slår dock allt 😂,pos,"pos,pos"
"@namn Oberoende vad du satsade på, eller vad det blev, så vart det iaf tjusigt! ☺👍",pos,"pos,pos"
Nån som kollar 2k17 😂,neu,"neu,neu"
@namn Kanske skulle införa att två lag åker ner till Allsvenskan efter jul igen. Lönetak👍,neu,"pos,neu,neu"
"""Parkour"" på SVTPlay 🙈",neg,"neg,neg"
RT @namn: VI SÅG NYSS DAFF. 😂😂 VI SATT I BILEN OCH SEN SÅ BA. DÄR E DAFF!!!!,pos,"pos,pos"
Tack @namn för det du gjort och att du delat med dig idag. Så viktigt! ❤️,pos,"pos,pos"
@namn Samma här ☺️👍,pos,"pos,pos"
@namn jag har kramkalas varje gång 😘😘😘,pos,"pos,pos"
Wow 🤩,pos,"pos,pos"
@namn älskar din profilbild! 💙😍,pos,"pos,pos"
“@namn: Mötte herr tarantella på vägen hem. Någon stackare sover inte tryggt i natt. http://t.co/yXRnDlFqIQ”    OMG!! 😁,neu,"N/A,neu,neu"
Svarar du om man är tidig?❤,neu,"pos,neu,neu"
Blir såå glad när man ser att du har lagt upp en ny video❤️❤️❤️💗💕,pos,"pos,pos"
Fina kvinnor som börjar på P❤️ #tillsammansmotcancer,pos,"pos,pos"
Så kul och annorlunda idé!❤️❤️❤️,pos,"pos,pos"
"Bästa bdaywish ja fick,värt att Twittra om👡😂🚿🎈#dampaiclique   @namn @namn @namn @namn http://t.co/ANv2Ln94mh",pos,"pos,pos"
Teamjonna😛,pos,"neg,pos,pos"
"Tack för en mysig vlogg!😊❤️
Vilka fina smycken! Jag ska kolla lite närmare  på hemsidan. 😊🥰
Jättekul med charader på slutet! 😊 Barnen är så himla gulliga! 🥰❤️❤️❤️",pos,"pos,pos"
"Jag kommer ihåg det fallet, det va jätte hemskt.. 😢",neg,"neg,neg"
Extremt viktig video som verkligen behövs! Bra jobbat!👍,pos,"pos,pos"
"Snälla läs detta! 
Ska ni ha en batterilåda, passa er för HUR ni lägger i batterierna, för det kan börja brinna!! 😰",neg,"neg,neg"
Det blev ju fint Jocke 💗💗,pos,"pos,pos"
Haha då får jag meddelande om att tjänsten underhålls...  💩 Sony,neg,"neg,neu,neg"
@namn @namn @namn Omfg! När jag träffar er så ska jag köpa en 'turtle ninjas' mask😍❤👋,pos,"pos,pos"
TEAM JONNS ❤️👍,pos,"pos,pos"
@namn beklagar sorgen hjärtat ❤️❤️😔,neg,"neu,neg,neg"
Lycka till alla som börjar uni idag 💕,pos,"pos,pos"
Ni måste göra detta till en familjetradition❤,pos,"pos,neu,pos"
Såna där personer har inget att göra i Sverige. Vidrigt🤢,neg,"neg,neg"
Det blev inte så jäkla dåligt😍,pos,"pos,pos"
Det är jätte snyggt!😍,pos,"pos,pos"
Älskar att vakna å se att du du har lagt ut en ny video❤😍,pos,"pos,pos"
#team Jonna 👌👌😂,pos,"pos,pos"
"Lokal broder kä
La på🙏🏻🙏🏻 ge aldrig upp! Du är kung 👑 och en riktig legend 💙 banjos kanal består typ bara av drama videis😂 helt sjukt‼️

Ta med olof k Gustafsson i en video! Vi har saknat honom 🙏🏻🙏🏻",pos,"pos,pos"
@namn mår bra hur mår du?☺️,pos,"pos,pos"
